Reaction,Pvalue,Padj,Reject,FC
MAR01570,6.0023e-319,2.47943e-318,True,1.0
MAR02345,0.0,0.0,True,-1.0
MAR01771,0.0,0.0,True,1.0
MAR04872,0.0,0.0,True,-2.8765208725768576
MAR08861,8.575382754537087e-250,2.996579828091041e-249,True,-1.0117475272455736
MAR11281,0.0,0.0,True,-1.0
MAR11810,2.380997184745219e-223,7.557999969388449e-223,True,1.0
MAR05384,0.0,0.0,True,1.0
MAR00106,0.0,0.0,True,-0.8338930406353117
MAR06246,0.0,0.0,True,-1.0
MAR00245,3.276878503397688e-229,1.061793748828212e-228,True,1.0
MAR03371,0.0006029005665324465,0.0006420131939814144,True,1.0
MAR02545,1.3704064925662903e-277,5.204207304342305e-277,True,1.0
MAR04854,0.0,0.0,True,-4.754087821903689
MAR04735,0.0,0.0,True,-1.0
MAR06018,0.0,0.0,True,1.57505156212232
MAR06007,0.0,0.0,True,1.3942231987728981
MAR00283,0.0,0.0,True,1.0
MAR05482,0.0,0.0,True,-10.119687154013285
MAR03278,7.335921717149848e-05,7.982173870165229e-05,True,1.0
MAR09803,0.0,0.0,True,1.0
MAR06015,0.0,0.0,True,-3.16805425457445
MAR06938,6.223712835253941e-236,2.0787367501952587e-235,True,-1.0
MAR00838,2.523013547195052e-285,9.759564031397916e-285,True,1.0
MAR11386,1.0768117192423136e-15,1.4397884456107033e-15,True,-0.8461538461538461
MAR00743,5.529756080361251e-63,1.0381295275019805e-62,True,1.0
MAR05576,0.0,0.0,True,-1.505078521819332
MAR03298,0.0,0.0,True,-1.0
MAR03290,1.7492235820299696e-06,1.9712343437961945e-06,True,1.0
MAR12129,0.0,0.0,True,-1.0
MAR00103,6.607762098084648e-199,1.9626626708001426e-198,True,1.0
MAR05383,1.583096794215111e-16,2.1443140616540185e-16,True,1.0
MAR00627,0.0,0.0,True,0.9998888502952413
MAR06297,0.0,0.0,True,1.9493223116966245
MAR01280,5.318760661816324e-227,1.705695096559348e-226,True,1.0
MAR02269,3.0932829988697147e-264,1.1332953130954387e-263,True,-1.0
MAR02328,1.2241554841493768e-136,3.0851191241946414e-136,True,-1.0
MAR05360,7.369090300875429e-16,9.90085099659892e-16,True,1.0
MAR05472,0.0,0.0,True,-1.2951554743199398
MAR08474,0.0,0.0,True,1.0
MAR04851,1.420991293368077e-290,5.583265003076146e-290,True,2.025684634321422
MAR05006,0.0,0.0,True,-1.0
MAR02254,0.0,0.0,True,-0.8574605937530219
MAR05516,0.0,0.0,True,-1.6929693475062568
MAR08452,0.0,0.0,True,0.9364855170041526
MAR06506,0.0,0.0,True,-1.0
MAR09220,0.0,0.0,True,-0.9656790708698743
MAR00273,1.1072502845543827e-180,3.12864038500927e-180,True,1.0
MAR02657,0.0,0.0,True,-1.0
MAR02332,5.313103337559263e-134,1.321654319761751e-133,True,-1.0
MAR01533,7.244723226071667e-282,2.785143982904285e-281,True,-0.989556135770235
MAR02401,6.283426277106529e-233,2.0736968996535436e-232,True,1.0
MAR06127,0.0,0.0,True,-1.0
MAR05092,4.576084047596027e-287,1.7811746799925254e-286,True,-0.8338549550887473
MAR08350,2.2025638207223236e-116,5.15515640966435e-116,True,-1.0
MAR08245,1.1157313408241001e-33,1.7890422206658932e-33,True,1.0
MAR05499,0.0,0.0,True,-2.7784421641863286
MAR06505,0.0,0.0,True,1.0
MAR05500,0.0,0.0,True,11.110779797786357
MAR05512,0.0,0.0,True,-1.4819018783881746
MAR02762,1.3022098987478291e-59,2.3977960866242317e-59,True,1.0
MAR11394,0.0,0.0,True,1.0
MAR05562,0.0,0.0,True,141.99883890757218
MAR06512,0.0,0.0,True,-1.0
MAR05387,0.0,0.0,True,1.0
MAR01671,1.0977266965700495e-271,4.0939134647866566e-271,True,0.9342432702923072
MAR05407,0.0,0.0,True,-1.0
MAR06024,0.0,0.0,True,13.099469095555087
MAR02621,0.0,0.0,True,-1.0
MAR02235,0.0,0.0,True,-0.8287937743190662
MAR13080,0.0,0.0,True,-1.0
MAR04588,0.0,0.0,True,-1.4410219550475327
MAR05555,0.0,0.0,True,-2.9642616384112066
MAR06366,0.0,0.0,True,-1.0
MAR06525,0.0,0.0,True,1.0
MAR00591,0.0,0.0,True,-1.0
MAR02604,0.0,0.0,True,-1.252212389380531
MAR02526,2.4879827406055202e-129,6.09775730629742e-129,True,-1.0
MAR05526,0.0,0.0,True,10.576236442055148
MAR06029,0.0,0.0,True,2.3270532409302644
MAR03327,5.313103337559263e-134,1.321654319761751e-133,True,-1.0
MAR00409,0.0,0.0,True,0.9957760071140931
MAR06001,0.0,0.0,True,-4.010692423346766
MAR04409,3.9286795575290805e-105,8.77534064103407e-105,True,-1.0
MAR03827,0.0,0.0,True,1.0
MAR11405,0.0,0.0,True,1.0
MAR02243,0.0,0.0,True,-0.824427985716175
MAR04097,0.0,0.0,True,-1.0
MAR06585,9.256398497811612e-84,1.889911149921438e-83,True,0.9729729729729729
MAR00752,8.12788713215682e-88,1.698415275940642e-87,True,1.0
MAR02238,0.0,0.0,True,-0.8253846920801623
MAR08449,0.0,0.0,True,0.8762670645665828
MAR04568,0.0,0.0,True,-1.6959042691744222
MAR00259,0.0,0.0,True,0.9997868599136783
MAR03198,0.0,0.0,True,1.0
MAR02611,8.03225543981836e-96,1.7366098199607286e-95,True,-1.0
MAR07152,0.0,0.0,True,-0.9116897355077429
MAR05524,0.0,0.0,True,-5.900389887214125
MAR06011,0.0,0.0,True,5.212975100701916
MAR02544,1.5075361928992265e-258,5.435408672375101e-258,True,-1.0
MAR05538,0.0,0.0,True,0.9198362777119337
MAR00789,5.145848984405932e-64,9.711719528058095e-64,True,1.0
MAR03243,0.0,0.0,True,-1.0
MAR05565,0.0,0.0,True,-1.912899540799466
MAR01519,1.040133254136763e-73,2.0547367134372316e-73,True,0.8282208588957055
MAR02317,8.104471438015003e-129,1.9824172782203365e-128,True,-1.0
MAR05229,0.0,0.0,True,1.0
MAR04548,3.178500719236986e-104,7.068056412207022e-104,True,1.0
MAR09808,0.0,0.0,True,-0.9838070628768305
MAR02315,1.4013006374182575e-135,3.524440615280799e-135,True,-1.0
MAR01573,0.0,0.0,True,1.0
MAR00411,0.0,0.0,True,0.9061434531246692
MAR13046,1.7159001860079139e-184,4.898364947471104e-184,True,1.0
MAR04867,0.0,0.0,True,-0.9652255065567066
MAR01769,0.0,0.0,True,1.0
MAR02403,9.196035759637735e-208,2.7912541630530594e-207,True,1.0
MAR06022,0.0,0.0,True,-8.345599609621443
MAR07625,0.0,0.0,True,1.0
MAR10453,6.144061936918965e-212,1.8763077763295984e-211,True,-1.0
MAR04971,0.0,0.0,True,-1.1095844001362627
MAR05351,0.0,0.0,True,1.0
MAR04855,1.2648578104450944e-222,4.004848016574252e-222,True,-3.0606567946574565
MAR06532,1.1979681866777803e-20,1.7148196361222386e-20,True,1.0
MAR05468,2.529553479526401e-118,5.987889878006044e-118,True,-1.2769317019167623
MAR03294,0.0,0.0,True,1.0
MAR00599,0.0,0.0,True,-1.0
MAR00289,1.7943295882682484e-228,5.79152952487617e-228,True,-1.0
MAR00252,0.0,0.0,True,-3.51627556679235
MAR00750,0.0,0.0,True,-1.0
MAR02418,0.0,0.0,True,-3.8792158731604314
MAR02766,1.1582681881726136e-56,2.104791791326053e-56,True,-1.0
MAR00230,2.7804448531502193e-202,8.308035818694368e-202,True,1.0
MAR06002,0.0,0.0,True,3.3134001192089566
MAR00277,3.1175017620540427e-196,9.204931238254245e-196,True,1.0
MAR06508,0.0,0.0,True,-1.0
MAR07812,8.949959584179312e-121,2.1389031764872973e-120,True,1.0529862471194764
MAR01082,0.0,0.0,True,-1.0
MAR02626,0.0,0.0,True,1.4936053488770786
MAR00301,1.0933549575446113e-236,3.661638414864168e-236,True,1.0
MAR03992,1.0573141119469923e-137,2.6727443863300363e-137,True,1.0
MAR02635,2.5141262540358835e-204,7.548429607484391e-204,True,2.3710247349823317
MAR03885,0.0,0.0,True,1.0
MAR03296,3.3010129828276297e-161,8.942483596259432e-161,True,1.0
MAR02661,0.0,0.0,True,-2.0343998075535246
MAR01672,3.143161402242108e-10,3.836686740995137e-10,True,-1.0
MAR04977,0.0,0.0,True,1.0
MAR11385,1.8563677968613695e-09,2.238587555905808e-09,True,1.0
MAR09348,0.0,0.0,True,1.0
MAR00764,4.002682778810179e-71,7.832700810299135e-71,True,-1.0
MAR11387,3.4297459018708595e-16,4.628023810258406e-16,True,-0.8482142857142857
MAR02256,0.0,0.0,True,-0.8616874135546335
MAR08349,1.4685196501948222e-112,3.370705176850121e-112,True,1.0
MAR09084,0.0,0.0,True,1.0
MAR03142,6.049929117922466e-147,1.5772803708690234e-146,True,1.0
MAR13062,0.0,0.0,True,-1.0
MAR08460,0.0,0.0,True,1.263808842469845
MAR06042,0.0,0.0,True,-1.4251061491705728
MAR02623,0.0,0.0,True,-1.3967051070840197
MAR10020,0.0,0.0,True,-1.0
MAR02196,0.0,0.0,True,-0.8212351944445029
MAR04086,0.0,0.0,True,1.0
MAR02602,0.0,0.0,True,1.243945243945244
MAR04574,4.4017018933952624e-74,8.716068431762842e-74,True,-2.6696603985405556
MAR00381,3.276878503397688e-229,1.061793748828212e-228,True,-1.0
MAR00434,1.7159001860079139e-184,4.898364947471104e-184,True,-1.0
MAR03178,4.9260933239281345e-304,1.969647891538573e-303,True,1.0
MAR04868,0.0,0.0,True,-0.931166001037847
MAR00354,7.105707649012374e-78,1.4239952276534839e-77,True,1.0
MAR04906,0.0,0.0,True,0.9825517993456924
MAR06010,0.0,0.0,True,-4.355844720536994
MAR05302,0.0,0.0,True,1.0
MAR04454,0.0,0.0,True,-2.360571741754611
MAR04003,0.00016232041211307663,0.00017516843781233832,True,1.0
MAR05554,0.0,0.0,True,-4.769418357296876
MAR07829,0.0,0.0,True,-0.9380301941049606
MAR09285,0.00013349301651925088,0.00014443411804663096,True,-1.0
MAR05489,0.0,0.0,True,-27.702535575350467
MAR04944,4.808958234324042e-15,6.348333753776976e-15,True,-1.0
MAR02381,2.8792906275024907e-226,9.1982459867077e-226,True,1.0
MAR05515,0.0,0.0,True,12.827175377494484
MAR00210,2.2259579332703023e-171,6.150348885392475e-171,True,-1.0
MAR08246,1.866671893947957e-41,3.1404898013487207e-41,True,1.0
MAR02642,0.0,0.0,True,2.4134641591714368
MAR05475,0.0,0.0,True,1.0621358150802458
MAR04488,0.0,0.0,True,0.9755143119320369
MAR09292,1.1968461534608873e-29,1.8558925748197105e-29,True,-1.0
MAR03287,1.690722046468961e-05,1.8681804720726564e-05,True,1.0
MAR05509,0.0,0.0,True,14.667851664372876
MAR03908,5.304985902204728e-189,1.5444503880981092e-188,True,-1.0
MAR04330,0.0,0.0,True,-1.0
MAR09870,0.0,0.0,True,1.0
MAR01516,2.2339852302897496e-81,4.527857960660378e-81,True,0.8349705304518664
MAR04060,1.457602784730744e-243,4.988640532103165e-243,True,1.0
MAR05380,1.2857747777661932e-18,1.798210801864715e-18,True,1.0
MAR04847,0.0,0.0,True,-5.05627705627706
MAR00662,0.0,0.0,True,-1.0
MAR04516,0.0,0.0,True,1.0
MAR03820,0.0,0.0,True,0.9981528066801885
MAR12839,9.134976413736297e-126,2.2170978747346363e-125,True,1.0
MAR02263,9.6867846026964e-277,3.661898118746594e-276,True,-1.0
MAR11383,2.321597219050034e-08,2.7426065632243535e-08,True,1.0
MAR01590,2.4846719977672545e-13,3.190559256010963e-13,True,-0.88659793814433
MAR06780,2.7945957201067122e-42,4.7207287215072765e-42,True,1.0
MAR00590,9.6867846026964e-277,3.661898118746594e-276,True,-1.0
MAR06004,0.0,0.0,True,-134.1321236372095
MAR04692,3.4882693423303045e-27,5.281087384171183e-27,True,1.0
MAR04048,0.0,0.0,True,1.0
MAR00366,0.0,0.0,True,1.0
MAR02610,4.4129698613325653e-101,9.68369375903672e-101,True,0.9855958096900918
MAR08455,0.0,0.0,True,0.9536882474056061
MAR00264,0.0,0.0,True,0.8649759404841689
MAR08469,4.0290020167724145e-303,1.608377605095548e-302,True,2.453379490648482
MAR08466,0.0,0.0,True,-1.3985640614123829
MAR05473,0.0,0.0,True,-0.8764629292057735
MAR00249,0.0,0.0,True,1.16534984403729
MAR02753,0.0,0.0,True,-3.452342700455997
MAR03240,0.0,0.0,True,-1.0
MAR07870,0.0,0.0,True,-1.0173326780909504
MAR01616,0.0,0.0,True,-1.0
MAR04335,0.0,0.0,True,-1.0
MAR01577,0.0,0.0,True,1.0
MAR03021,4.27987202778611e-143,1.1031281724510688e-142,True,-1.0
MAR03288,2.3211878296314437e-10,2.8402960445956113e-10,True,1.0
MAR03242,0.0,0.0,True,-1.0
MAR02244,0.0,0.0,True,-0.8268557021708522
MAR03286,1.0915917613597424e-05,1.2120700687995361e-05,True,1.0
MAR02227,0.0,0.0,True,-0.8261183497981553
MAR06034,0.0,0.0,True,-1.3712427334473622
MAR00217,0.0,0.0,True,0.9118361986160389
MAR04297,0.0,0.0,True,1.0
MAR04176,0.0,0.0,True,-1.0
MAR05491,0.0,0.0,True,2.4215532662668164
MAR08741,5.819782449389142e-83,1.1853352825490538e-82,True,0.8297271488611797
MAR07692,0.0,0.0,True,-0.9673831775700934
MAR06026,0.0,0.0,True,-3.2330061467521
MAR11382,0.029225323426275904,0.030106185775622782,True,1.0
MAR05537,0.0,0.0,True,-13.770493594960087
MAR09318,0.0,0.0,True,0.9751059322033898
MAR02245,0.0,0.0,True,-0.825044138712149
MAR02232,0.0,0.0,True,-0.8244693067357853
MAR08454,0.0,0.0,True,-1.0899587319997328
MAR06581,4.153111074317305e-77,8.296246701698699e-77,True,0.9672897196261684
MAR07864,0.0,0.0,True,2.064682776838855
MAR00567,0.0,0.0,True,1.0
MAR03939,0.0,0.0,True,-0.8222919166060515
MAR01268,3.8721461423518834e-256,1.3781746968855846e-255,True,1.0
MAR03241,0.0,0.0,True,-1.0
MAR05505,0.0,0.0,True,-3.367944778734257
MAR08791,0.0,0.0,True,0.8399166176322852
MAR04949,6.926908895158878e-246,2.3871046537874865e-245,True,0.9671276113829158
MAR05466,0.0,0.0,True,-0.8979985235705215
MAR03174,0.0,0.0,True,1.0
MAR00265,5.7690608353924265e-27,8.70768710484217e-27,True,1.0
MAR04513,0.0,0.0,True,-1.0
MAR07891,0.0,0.0,True,-22.101123728515294
MAR00429,3.5296692483930083e-221,1.1133406794867959e-220,True,-1.0
MAR04059,1.0573141119469923e-137,2.6727443863300363e-137,True,1.0
MAR11380,0.012912352230759101,0.013401130954968367,True,1.0
MAR05432,0.0,0.0,True,-0.8467235129990353
MAR00345,1.2295379067920271e-57,2.2441090544594788e-57,True,1.0
MAR11648,0.0,0.0,True,1.0
MAR02344,0.0,0.0,True,-1.0
MAR03277,3.209982841805882e-05,3.521946873485346e-05,True,1.0
MAR06053,0.0,0.0,True,0.8246218481606472
MAR05539,0.0,0.0,True,-1.1369381250072135
MAR05082,0.0,0.0,True,7.883801413634354
MAR02270,2.7050466431246426e-279,1.0319711581951045e-278,True,-1.0
MAR00448,6.103857836584651e-115,1.4219538097365736e-114,True,1.0
MAR05497,0.0,0.0,True,-1.2230578635112468
MAR00598,9.623755032161114e-258,3.449894943281893e-257,True,-1.0
MAR00213,2.883581140542334e-192,8.444289842315873e-192,True,-1.1410505836575875
MAR09925,4.9396956282970015e-39,8.21088647075351e-39,True,1.0
MAR05123,0.0,0.0,True,1.0
MAR05583,0.0,0.0,True,-2.2931863968495785
MAR05018,0.0,0.0,True,-0.9073205897508182
