Reaction,Pvalue,Padj,Reject,FC
MAR05585,9.573740017762756e-254,3.1145261643463487e-253,True,-1.4573700785760928
MAR02436,0.0,0.0,True,1.0
MAR01780,0.0,0.0,True,-1.280478832854773
MAR06018,0.0,0.0,True,1.8351118097637034
MAR04523,0.0,0.0,True,2.8862263509106465
MAR05886,2.523013547195052e-285,8.697217430981317e-285,True,0.8273038159823057
MAR04774,5.568767486084818e-92,1.1688898089603777e-91,True,1.5881930873602448
MAR06007,0.0,0.0,True,7.583002684744525
MAR00076,0.0,0.0,True,1.3802362260895933
MAR05482,0.0,0.0,True,-5.999776398606762
MAR00669,0.0,0.0,True,-1.0
MAR02739,2.0545862271954644e-21,2.8515370223596625e-21,True,1.0
MAR04108,0.0,0.0,True,1.0
MAR03455,1.1968461534608873e-29,1.7995133654872916e-29,True,1.0
MAR06015,0.0,0.0,True,-1.1041661341316378
MAR06938,1.2648578104450944e-222,3.745981687744261e-222,True,-1.0
MAR04141,8.12788713215682e-88,1.675635726434923e-87,True,-1.3354204980004087
MAR00838,1.420991293368077e-290,4.918369864392365e-290,True,-0.8271745309835132
MAR02423,0.0,0.0,True,1.0
MAR03290,8.552237578378263e-297,2.9968171349027963e-296,True,-0.8354114713216958
MAR12129,6.607762098084648e-199,1.8761324528490344e-198,True,-1.0
MAR07624,0.0,0.0,True,1.0
MAR05383,4.265582629717994e-14,5.525276074339397e-14,True,0.9672131147540983
MAR02722,0.0,0.0,True,1.066788283696813
MAR06297,0.0,0.0,True,1.020134518750611
MAR01280,2.8792906275024907e-226,8.607421100312969e-226,True,1.0
MAR04477,0.0,0.0,True,1.2472477023777708
MAR06021,0.0,0.0,True,7.819838638496529
MAR06550,0.0,0.0,True,-1.0
MAR02328,3.476699126770538e-269,1.1622500103159328e-268,True,-1.0
MAR00680,0.0,0.0,True,-1.0
MAR05360,1.583096794215111e-16,2.1030800232288473e-16,True,0.9320388349514563
MAR05472,1.8635951388433798e-291,6.47675687598027e-291,True,-1.4766112184638511
MAR02416,9.967157593572164e-283,3.4081248545762884e-282,True,0.8689053157570633
MAR00159,0.0,0.0,True,-3.732939915784561
MAR07867,0.0,0.0,True,1.752156920591623
MAR04851,0.0,0.0,True,4.735576884339428
MAR00102,0.0,0.0,True,0.9275002802398016
MAR02254,0.0,0.0,True,1.0
MAR02281,0.0,0.0,True,1.0
MAR05516,0.0,0.0,True,-1.650504747490837
MAR03933,0.0,0.0,True,1.8149524133306987
MAR08452,0.0,0.0,True,1.1757469732044485
MAR04016,0.0,0.0,True,1.4167426391798124
MAR04004,0.0,0.0,True,-1.3283335647496117
MAR00064,0.0,0.0,True,1.31216336248146
MAR06506,0.0,0.0,True,-1.0
MAR10155,0.0,0.0,True,1.0
MAR09220,0.0,0.0,True,-0.923832128600712
MAR02332,1.7219581232661912e-49,2.9679278222148984e-49,True,-1.0
MAR04645,0.0,0.0,True,-1.158019506368494
MAR01533,1.910529617359579e-174,5.143267033399755e-174,True,-0.9838969404186796
MAR05534,0.0,0.0,True,-1.2387491358007006
MAR09087,0.0,0.0,True,1.0
MAR00327,2.4605561027288845e-244,7.834361358375823e-244,True,1.0
MAR06127,0.0,0.0,True,-1.0
MAR06017,0.0,0.0,True,-1.1073272849203568
MAR08350,1.1249793624045503e-110,2.5282221713402615e-110,True,-1.0
MAR04321,0.0,0.0,True,-1.0
MAR02217,0.0,0.0,True,1.0
MAR08245,1.1286198577396754e-43,1.8778344788029654e-43,True,1.0
MAR04617,2.667350123988135e-119,6.124312920059399e-119,True,1.0
MAR05499,0.0,0.0,True,-2.7814265717822875
MAR02493,2.926523801584469e-154,7.512690768144187e-154,True,-1.0
MAR02720,4.8952441829758626e-160,1.2746674720051786e-159,True,1.0093896713615023
MAR06368,0.0,0.0,True,0.9177788369876072
MAR08815,0.0,0.0,True,-1.0
MAR05500,0.0,0.0,True,5.134597292474987
MAR06507,0.0,0.0,True,-1.0
MAR06340,0.0,0.0,True,1.0
MAR04444,0.0,0.0,True,51.44266291718682
MAR02762,3.622550883311272e-53,6.36448166239218e-53,True,0.9610027855153205
MAR08472,0.0,0.0,True,1.3763666233554352
MAR04503,0.0,0.0,True,-1.0000433471635521
MAR02219,0.0,0.0,True,1.0
MAR05387,0.0,0.0,True,1.0
MAR01671,1.5860009962863472e-134,3.838997654188837e-134,True,0.9026921032549872
MAR01896,0.0,0.0,True,-1.0
MAR05407,0.0,0.0,True,-1.0
MAR00415,0.0,0.0,True,-0.9624870830002533
MAR02819,1.8518210519255763e-20,2.545128447379074e-20,True,0.8991596638655464
MAR06024,0.0,0.0,True,1.201066098229613
MAR09438,0.0,0.0,True,1.0
MAR02486,7.844864182954565e-155,2.0199731256514585e-154,True,-1.0
MAR05555,0.0,0.0,True,-11.709209388691782
MAR06366,0.0,0.0,True,-1.0
MAR00648,4.576084047596027e-287,1.5795872207712747e-286,True,-1.0
MAR00591,9.704116365850591e-220,2.860634071231043e-219,True,-1.0
MAR04641,0.0,0.0,True,1.0
MAR04543,0.0,0.0,True,1.5928438750406793
MAR02526,8.685223195188911e-14,1.1198787536016518e-13,True,-1.0
MAR05526,0.0,0.0,True,21.546552693630765
MAR06029,0.0,0.0,True,0.9134036533867129
MAR03327,1.1286198577396754e-43,1.8778344788029654e-43,True,-1.0
MAR00401,0.0,0.0,True,1.0
MAR00409,0.0,0.0,True,0.9889701778774442
MAR01731,0.0,0.0,True,1.0
MAR00970,5.287262655536692e-24,7.531240871044424e-24,True,-0.9830508474576269
MAR03827,8.22523681091035e-119,1.883438564082442e-118,True,1.0
MAR05492,0.0,0.0,True,2.421605759299784
MAR08457,0.0,0.0,True,1.5640867761580883
MAR02596,0.0,0.0,True,1.0863941293787571
MAR11405,0.0,0.0,True,1.0
MAR04097,0.0,0.0,True,-1.0
MAR04676,0.0,0.0,True,0.9621247113163971
MAR00752,1.0148679071081967e-90,2.117985197443193e-90,True,1.0
MAR05496,2.545028969775287e-103,5.595984182461824e-103,True,-1.240025445480124
MAR08449,0.0,0.0,True,1.3343489793813395
MAR09403,0.0,0.0,True,-1.4986501972970911
MAR04568,0.0,0.0,True,-3.396277215759487
MAR00259,0.0,0.0,True,1.0
MAR00645,1.531798402842041e-254,5.002432781553469e-254,True,-1.0
MAR06552,0.0,0.0,True,-1.0
MAR06129,0.0,0.0,True,-1.0
MAR03763,0.0,0.0,True,-1.0
MAR02616,3.827420009052391e-167,1.0153239314941901e-166,True,1.0
MAR07152,0.0,0.0,True,1.0
MAR05528,0.0,0.0,True,-46.3240515077885
MAR05524,0.0,0.0,True,-20.786277334670157
MAR05480,0.0,0.0,True,8.082257804739168
MAR06011,0.0,0.0,True,1.3366790689539885
MAR00438,0.0,0.0,True,1.0
MAR02146,0.0,0.0,True,-1.0
MAR07887,1.9730820464735348e-36,3.1196524090917796e-36,True,0.8527046380665219
MAR04460,0.0,0.0,True,-1.5003415304040315
MAR01519,1.9712449013844212e-98,4.235512693515175e-98,True,1.0
MAR09913,2.807532301000516e-60,5.153219461576705e-60,True,-1.0
MAR02317,0.0,0.0,True,-1.0
MAR04548,0.0,0.0,True,-0.9702832070203431
MAR06000,0.0,0.0,True,3.503987196912729
MAR09808,0.0,0.0,True,-0.9758064516129034
MAR02315,0.0,0.0,True,-1.0
MAR01573,0.0,0.0,True,1.0
MAR00754,0.0,0.0,True,1.0
MAR12195,0.0,0.0,True,-1.0
MAR13046,1.1072502845543827e-180,3.0158937086791753e-180,True,1.0
MAR02520,3.407327718086382e-22,4.770633855152314e-22,True,1.0
MAR07724,0.0,0.0,True,-1.0
MAR04670,0.0,0.0,True,2.4717988979748493
MAR01769,0.0,0.0,True,1.0
MAR06022,0.0,0.0,True,-1.4680932284243131
MAR07625,0.0,0.0,True,1.0
MAR06556,0.0,0.0,True,-1.0
MAR04971,4.183999797831446e-66,7.949287143900822e-66,True,-5.54394147255316
MAR05185,1.3704064925662903e-277,4.648418822784857e-277,True,1.0
MAR02414,2.0039174275800013e-54,3.550115554152871e-54,True,28.15353499361847
MAR07728,0.0,0.0,True,-1.0
MAR05351,0.0,0.0,True,1.0
MAR01044,0.0,0.0,True,-1.0
MAR04755,0.0,0.0,True,-1.0
MAR03865,8.949959584179312e-121,2.0736518380830755e-120,True,-1.0
MAR02428,0.0,0.0,True,1.0
MAR06532,0.0,0.0,True,-0.9424989780624062
MAR05468,0.0,0.0,True,0.9209558432201904
MAR00599,1.0933549575446113e-236,3.379702323199868e-236,True,-1.0
MAR02128,1.4013006374182575e-135,3.41139600152349e-135,True,1.0
MAR00289,3.5296692483930083e-221,1.0429127256575857e-220,True,-1.0
MAR00252,0.0,0.0,True,-2.6924830029624833
MAR00750,0.0,0.0,True,-1.0
MAR02766,4.146142039578868e-54,7.329941173515386e-54,True,-0.9354838709677419
MAR06551,0.0,0.0,True,-1.0
MAR00833,5.2412442104666635e-281,1.784969915853707e-280,True,-0.8629283489096574
MAR12285,0.0,0.0,True,-1.0
MAR06002,0.0,0.0,True,2.593909826520769
MAR04333,0.0,0.0,True,5.613991596767926
MAR06508,0.0,0.0,True,-1.0
MAR07812,0.0,0.0,True,10.554400598030213
MAR09354,2.3238432018190207e-83,4.725705120245874e-83,True,-1.0
MAR01082,0.0,0.0,True,-1.0
MAR00301,6.926908895158878e-246,2.227820003702173e-245,True,1.0
MAR05533,0.0,0.0,True,0.8664147723757093
MAR03452,1.844783660088942e-37,2.947945748282832e-37,True,-1.0
MAR03992,4.27987202778611e-143,1.0653614910653488e-142,True,1.0
MAR08742,0.0,0.0,True,-1.0309949198183357
MAR02635,2.404084289563744e-76,4.7669449981684845e-76,True,3.4049079754601235
MAR03885,0.0,0.0,True,1.0
MAR05542,0.0,0.0,True,-2.3538385551681076
MAR02373,8.66144540069212e-23,1.2173876850475553e-22,True,-1.0
MAR01672,7.709567304002036e-09,9.260216818404712e-09,True,-1.0
MAR06615,2.918596237847823e-125,6.862207790281758e-125,True,-1.0877507884053854
MAR04977,0.0,0.0,True,1.0
MAR11385,2.3211878296314437e-10,2.851328748711923e-10,True,1.0
MAR07727,0.0,0.0,True,-1.0
MAR03853,0.0,0.0,True,1.0
MAR02256,0.0,0.0,True,1.0
MAR08349,8.22523681091035e-119,1.883438564082442e-118,True,1.0
MAR00153,0.0,0.0,True,1.0
MAR06012,1.724144970710791e-240,5.421785915313043e-240,True,-1.7845384367477262
MAR04082,0.0,0.0,True,1.0
MAR08463,0.0,0.0,True,1.3175799430942894
MAR00233,0.0,0.0,True,1.0
MAR06042,0.0,0.0,True,-7.462329736954182
MAR04539,0.0,0.0,True,-1.586112444445287
MAR01782,0.0,0.0,True,-0.821902804188728
MAR04086,0.0,0.0,True,1.0
MAR02413,0.0,0.0,True,-0.8851093270588888
MAR05476,0.0,0.0,True,-9.111044234546522
MAR04574,6.914010091642317e-26,1.0062495236349001e-25,True,-0.9537113119693233
MAR00381,1.913210671452109e-237,5.921177552523315e-237,True,-1.0
MAR00568,1.8690680016581806e-208,5.4033056775209226e-208,True,1.0
MAR03178,3.2783934218668684e-302,1.1632123940347718e-301,True,1.0
MAR06038,0.0,0.0,True,-3.062484903123252
MAR04868,3.2366612291510217e-183,8.863365088224111e-183,True,1.6845091723918235
MAR00354,7.1128978872759734e-68,1.3636181028809401e-67,True,1.0
MAR04914,0.0,0.0,True,-4.039675698515394
MAR05568,0.0,0.0,True,-1.2206291177732156
MAR02218,0.0,0.0,True,1.0
MAR05554,0.0,0.0,True,-50.19565847098207
MAR06013,0.0,0.0,True,1.48892961836245
MAR07829,0.0,0.0,True,-0.9285105063192989
MAR09285,4.1963089360010326e-94,8.881372656561254e-94,True,-1.0
MAR12284,0.0,0.0,True,-1.0
MAR07892,1e-323,3.5e-323,True,-1.4107591433734794
MAR04944,0.0001969751018672361,0.00021469779740799,True,-1.0
MAR05515,0.0,0.0,True,2.0018953402393134
MAR04654,0.0,0.0,True,0.9999474530010843
MAR02651,1.5839049278876935e-19,2.1652091007771587e-19,True,1.0
MAR01584,5.274648198989292e-42,8.702143332184669e-42,True,0.9808306709265175
MAR08246,3.594137052202643e-34,5.578697169495743e-34,True,1.0
MAR02215,0.0,0.0,True,1.0
MAR05475,1e-323,3.5e-323,True,-0.8478738550630691
MAR04488,0.0,0.0,True,1.0
MAR03287,4.17070574e-316,1.51575363e-315,True,-0.8727272727272728
MAR03429,6.50572848195579e-132,1.5613748356693896e-131,True,-1.0
MAR08450,0.0,0.0,True,-1.557702385114178
MAR03908,2.9305357835646383e-122,6.839709204943522e-122,True,-1.0
MAR06032,0.0,0.0,True,13.317209808709343
MAR04330,0.0,0.0,True,-1.0
MAR09870,0.0,0.0,True,1.0
MAR08479,0.0,0.0,True,1.6296702660458737
MAR01516,1.5818384838992494e-101,3.4512839648710895e-101,True,0.9957894736842104
MAR01916,0.0,0.0,True,1.0
MAR00702,0.0,0.0,True,1.0
MAR04060,1.9930354823592274e-234,6.130933817559704e-234,True,1.0
MAR05380,2.332572779609904e-16,3.0954956449283235e-16,True,0.9227053140096619
